truth	split	pph2_class	pph2_prob	dScore	Score1	Nobs	NormASA	dVol	dProp	Bfact	CpG	IdPmax	IdQmin	PFamHitBool
d	training	deleterious	0.97	+1.873	-1.424	56					2	3.407	46.96	1
d	training	deleterious	0.989	+1.906	-1.424	56					0	0.926	46.96	1
d	training	deleterious	1	+2.492	-1.105	56					0	0.359	15.74	1
d	validation	deleterious	1	+2.678	-1.105	56					2	0.551	15.74	1
d	training	deleterious	1	+2.178	-0.927	56					0	0.680	15.74	1
d	validation	deleterious	0.999	+2.085	-1.259	57					0	0.424	15.74	1
d	training	deleterious	0.997	+1.409	-1.061	58					0	0.966	15.74	1
d	training	neutral	0.324	+1.364	-1.969	58					0	3.648	75.84	1
d	training	deleterious	0.999	+3.500	-1.292	58					0	0.147	15.74	1
d	training	deleterious	1	+2.065	-0.924	64					0			1
d	training	deleterious	1	+3.319	-0.924	64					0			1
d	training	deleterious	0.974	+1.581	-1.121	64					0	5.614	51.38	1
d	training	deleterious	0.998	+2.383	-1.121	64					0	1.547	51.38	1
d	validation	neutral	0.345	+0.971	-1.535	62					0	3.046	87.07	1
d	training	deleterious	0.998	+1.789	-1.119	64					0	1.423	15.74	1
d	training	deleterious	1	+3.328	-1.071	75					0	0.203	15.74	1
d	training	deleterious	0.979	+2.518	-1.246	75					0	1.438	79.07	1
d	training	deleterious	1	+2.667	-1.166	75					0	0.135	15.74	1
d	training	deleterious	0.66	+1.419	-1.337	75					0	3.760	80.09	1
d	training	deleterious	0.978	+1.836	-1.288	75					0	2.785	51.38	1
d	training	deleterious	0.984	+2.014	-1.374	75					0	2.021	46.96	1
d	training	deleterious	0.984	+2.108	-1.374	75					0	1.701	46.96	1
d	training	deleterious	1	+2.335	-0.906	75					0			1
d	training	deleterious	1	+3.788	-1.253	72					0	0.012	2.34	1
d	training	deleterious	0.996	+2.258	-1.267	72					0	1.493	51.38	1
d	training	deleterious	1	+2.442	-1.068	72					0			1
d	training	deleterious	0.999	+2.457	-1.152	72					0	0.047	2.30	1
d	training	deleterious	1	+2.728	-1.152	72					0	0.114	2.30	1
d	training	deleterious	0.909	+1.955	-1.331	72					0	3.741	74.69	1
d	training	deleterious	1	+2.065	-0.924	72					0			1
d	training	deleterious	1	+2.155	-0.924	72					0			1
d	training	deleterious	1	+3.319	-0.924	72					0			1
d	training	deleterious	0.811	+1.806	-1.371	72					0	4.515	75.84	1
d	training	deleterious	1	+2.501	-0.972	72					0			1
d	validation	deleterious	1	+3.026	-0.763	72					0			1
d	training	deleterious	0.822	+1.147	-1.116	72					0	25.378	51.30	1
d	training	deleterious	1	+2.328	-1.111	72					0			1
d	training	neutral	0.01	+0.566	-1.662	56					0	29.746	93.92	1
d	training	neutral	0.044	+0.922	-1.662	56					0	17.678	93.92	1
d	training	deleterious	0.948	+1.944	-1.209	51					0	3.599	50.32	0
d	training	deleterious	0.994	+3.597	-1.097	51					0	0.860	50.32	0
d	training	deleterious	0.998	+2.548	-1.090	51					0	0.807	50.32	1
d	training	deleterious	0.997	+2.086	-1.090	51					0	1.234	50.32	1
d	training	deleterious	0.997	+2.375	-1.152	51					0	1.061	50.32	1
d	training	deleterious	0.979	+2.409	-1.190	51					0	2.414	78.01	1
d	training	deleterious	0.9	+0.953	-1.128	51					0	13.942	50.32	1
d	validation	deleterious	1	+4.114	-0.927	49					0	0.235	50.32	1
d	training	deleterious	1	+2.418	-0.998	48					0			1
d	training	deleterious	0.915	+2.218	-1.414	49					0	3.498	78.01	1
d	validation	deleterious	0.997	+2.722	-1.138	48					0	1.515	50.32	1
d	training	deleterious	0.999	+2.733	-0.922	48					0	1.235	50.32	1
d	training	deleterious	0.984	+2.759	-1.191	48					2	2.120	72.95	1
d	training	deleterious	0.918	+2.061	-1.063	48					0	14.389	72.95	1
d	validation	deleterious	0.986	+1.866	-1.160	48					0	2.455	46.96	1
d	training	deleterious	0.97	+2.289	-1.264	48					0	1.800	77.24	1
d	training	deleterious	1	+2.907	-1.111	48					0			1
d	training	deleterious	1	+3.682	-1.036	48					0			1
d	validation	deleterious	1	+2.315	-1.124	48					0			1
d	training	deleterious	0.997	+2.759	-0.985	48					0	1.625	51.38	1
d	training	deleterious	1	+2.561	-0.763	48					0			1
d	training	deleterious	0.977	+1.770	-1.200	48					0	2.343	51.38	1
d	training	deleterious	0.98	+2.296	-1.248	48					0	1.487	72.95	1
d	training	deleterious	1	+2.209	-1.005	48					0			1
d	training	deleterious	0.999	+1.858	-1.005	48					1			1
d	training	deleterious	1	+2.418	-0.998	48					0			1
d	training	deleterious	0.999	+1.694	-1.070	48					0			1
d	validation	deleterious	0.999	+1.669	-1.039	48					2			1
d	training	deleterious	0.99	+2.529	-1.346	48					0	1.547	51.38	1
d	training	deleterious	1	+3.842	-1.101	48					1			1
d	training	deleterious	1	+2.985	-1.101	48					1			1
d	training	deleterious	1	+2.113	-1.101	48					1			1
d	validation	deleterious	0.992	+1.997	-1.308	48					1	1.891	46.96	1
d	training	deleterious	0.994	+2.212	-1.308	48					0	1.247	46.96	1
d	training	deleterious	1	+2.340	-1.126	48					0			1
d	training	deleterious	0.999	+2.146	-1.068	48					1			1
d	training	deleterious	0.994	+2.186	-1.295	48					0	1.261	51.38	1
d	training	deleterious	0.999	+1.710	-0.998	48					0			1
d	training	deleterious	1	+2.418	-0.998	48					0			1
d	training	neutral	0.5	+1.046	-1.075	48					0	20.361	75.63	1
d	training	deleterious	1	+2.758	-0.763	48					0			1
d	training	deleterious	1	+2.988	-0.972	48					0			1
d	training	deleterious	0.968	+2.563	-1.378	48					2	1.081	72.95	1
d	training	neutral	0.458	+1.277	-1.378	48					0	12.859	72.95	1
d	training	deleterious	1	+2.812	-1.111	48					0			1
d	training	deleterious	0.998	+1.133	-1.126	48					0			1
d	training	deleterious	0.999	+1.981	-1.296	48					2			1
d	training	deleterious	0.695	+0.802	-1.212	45					0	13.011	46.96	1
d	training	deleterious	0.975	+1.568	-1.205	45					0	2.204	46.96	1
d	training	deleterious	0.904	+1.289	-1.205	45					0	7.870	46.96	1
d	training	deleterious	1	+2.903	-1.111	38					2			1
d	training	deleterious	0.999	+2.130	-1.111	38					0			1
d	validation	deleterious	1	+2.907	-1.111	38					0			1
d	training	deleterious	0.781	+3.324	-1.590	37					0	0.535	75.84	0
d	training	deleterious	0.999	+3.842	-1.101	37					1			0
d	training	deleterious	0.998	+2.985	-1.101	37					1			0
d	training	deleterious	0.999	+2.634	-1.101	37					1			0
d	training	deleterious	0.996	+2.146	-1.068	37					0			0
d	training	deleterious	0.997	+2.442	-1.068	37					0			0
d	training	deleterious	0.996	+1.842	-0.949	37					0			0
d	training	deleterious	0.997	+2.178	-1.036	39					0			0
d	training	deleterious	0.997	+2.347	-1.126	39					0			0
d	training	deleterious	0.997	+2.340	-1.126	39					0			0
d	training	deleterious	0.997	+2.209	-1.005	39					0			0
d	training	deleterious	0.997	+2.178	-1.036	39					2			0
d	training	deleterious	0.998	+2.978	-1.036	39					0			0
d	training	neutral	0.467	+2.255	-1.633	39					0	2.057	79.07	0
d	training	deleterious	0.833	+1.200	-1.215	40					0	1.705	18.63	0
d	validation	deleterious	0.975	+2.292	-1.215	40					2	0.818	18.63	0
d	training	deleterious	0.738	+2.258	-1.488	40					3	1.979	80.09	0
d	training	deleterious	0.763	+3.659	-1.488	40					1	0.532	80.09	0
d	training	deleterious	0.942	+2.209	-1.445	40					0	1.244	41.26	0
d	training	deleterious	0.999	+2.561	-0.763	40					0			0
d	training	deleterious	0.999	+2.253	-0.763	40					0			0
d	training	deleterious	0.999	+2.846	-0.763	40					0			0
d	training	deleterious	0.998	+3.695	-1.023	39					0			0
d	training	deleterious	0.999	+1.877	-1.012	39					0			1
d	training	deleterious	1	+2.751	-1.023	39					0			1
d	training	deleterious	1	+2.731	-1.023	39					0			1
d	training	deleterious	0.999	+2.418	-0.998	39					0			1
d	training	deleterious	1	+3.648	-1.070	39					0			1
d	training	deleterious	1	+2.758	-0.763	39					0			1
d	training	deleterious	1	+2.533	-0.906	39					0			1
d	training	deleterious	1	+2.883	-0.906	39					2			1
d	training	deleterious	1	+2.371	-0.906	39					0			1
d	training	deleterious	1	+2.758	-0.763	39					0			1
d	training	deleterious	1	+3.026	-0.763	39					0			1
d	training	deleterious	1	+2.846	-0.763	39					0			1
d	training	deleterious	0.999	+1.858	-1.005	39					0			1
d	training	deleterious	1	+2.846	-0.763	39					0			1
d	training	deleterious	1	+2.155	-0.924	39					0			1
d	training	deleterious	0.891	+1.979	-1.559	39					0	3.407	51.38	1
d	training	deleterious	1	+3.648	-1.070	39					0			1
d	training	deleterious	0.998	+1.815	-0.949	39					0			1
d	training	deleterious	0.999	+2.113	-1.101	39					2			1
d	training	deleterious	1	+3.695	-1.023	39					0			1
d	validation	deleterious	1	+2.613	-1.023	39					0			1
d	training	deleterious	0.999	+2.151	-1.126	39					0			1
d	training	deleterious	1	+2.883	-0.906	39					2			1
d	training	deleterious	1	+3.026	-0.763	39					1			1
d	training	deleterious	0.594	+2.218	-2.206	38					1	1.547	80.09	1
d	training	deleterious	1	+2.253	-0.763	40					0			1
d	training	deleterious	1	+2.846	-0.763	40					0			1
d	training	deleterious	0.963	+2.587	-1.325	47						1.597	75.20	1
d	training	deleterious	0.994	+1.693	-1.147	46					2	1.443	15.74	1
d	training	deleterious	0.999	+2.150	-1.188	46					0	0.332	15.74	1
d	validation	deleterious	0.999	+2.151	-1.059	46					0	1.293	15.74	1
d	training	deleterious	0.913	+1.551	-1.277	46					0	4.329	51.38	1
d	training	deleterious	0.998	+2.116	-1.051	46					0	0.640	15.74	1
d	training	deleterious	0.998	+3.773	-1.452	46					1	0.088	22.71	1
d	training	deleterious	0.982	+1.308	-1.331	46					1	1.357	15.74	1
d	training	deleterious	0.997	+2.001	-1.331	46					3	0.687	15.74	1
d	training	deleterious	0.999	+2.965	-1.331	46					1	0.321	15.74	1
d	training	deleterious	0.983	+2.211	-1.490	46					0	1.493	51.38	1
d	training	deleterious	0.998	+3.419	-1.290	47					0	0.163	18.63	1
d	training	deleterious	0.984	+1.621	-1.290	47					0	1.008	18.63	1
d	training	deleterious	0.749	+2.386	-1.512	47					0	1.707	93.92	1
d	training	neutral	0.348	+0.801	-1.426	47					0	3.870	74.99	1
d	training	deleterious	0.999	+2.061	-1.081	47					0	0.332	15.74	1
d	training	deleterious	1	+3.354	-1.081	47					0	0.157	15.74	1
d	validation	deleterious	1	+3.096	-1.081	47					0	0.352	15.74	1
d	training	deleterious	0.996	+2.105	-1.260	47					0	0.464	15.74	1
d	training	deleterious	1	+2.771	-1.063	47					2	0.366	15.74	1
d	validation	deleterious	0.995	+2.670	-1.267	47					0	0.942	41.26	1
d	training	deleterious	0.994	+1.669	-1.039	47					0			0
d	training	deleterious	0.994	+2.021	-1.071	47					0	1.150	15.74	0
d	training	deleterious	0.999	+3.328	-1.071	47					0	0.230	15.74	0
d	training	deleterious	0.996	+1.783	-1.008	45					0			0
d	training	deleterious	0.998	+2.926	-1.160	45					2			0
d	training	deleterious	0.992	+1.703	-1.160	45					0			0
d	training	deleterious	0.995	+1.954	-1.160	45					2			0
d	validation	neutral	0.046	+1.550	-2.121	40					0	2.798	87.07	0
d	training	neutral	0.023	+1.171	-2.121	40					0	3.517	87.07	0
d	training	deleterious	0.97	+1.413	-1.296	40					0			0
d	training	deleterious	0.998	+2.065	-0.924	40					0			0
d	training	deleterious	0.999	+3.319	-0.924	40					0			0
d	training	deleterious	0.998	+3.008	-0.972	40					0			0
d	training	deleterious	0.997	+2.442	-1.068	40					0			0
d	training	deleterious	0.996	+1.866	-1.008	40					0			0
d	training	deleterious	0.996	+2.080	-1.008	40					0			0
d	validation	neutral	0.068	+1.598	-1.722	40					3	3.751	93.92	0
d	training	deleterious	0.997	+2.573	-1.068	40					0			0
d	training	deleterious	0.997	+2.496	-1.068	40					0			0
d	training	deleterious	0.998	+3.682	-1.036	40					0			0
d	training	deleterious	0.998	+2.613	-1.023	39					0			0
d	training	deleterious	0.997	+2.443	-1.023	39					0			0
d	training	deleterious	0.998	+2.858	-1.008	40					0			0
d	training	deleterious	0.999	+3.842	-1.101	40					1			0
d	training	deleterious	0.996	+2.080	-1.008	40					0			0
d	training	deleterious	0.994	+1.783	-1.008	40					0			0
d	training	deleterious	0.703	+1.735	-1.408	41					0	1.742	64.70	0
d	training	deleterious	0.996	+2.011	-1.068	41					0			0
d	training	deleterious	0.996	+1.866	-1.008	40					2			0
d	training	deleterious	0.998	+2.858	-1.008	40					0			0
d	training	deleterious	0.994	+1.783	-1.008	40					0			0
d	training	deleterious	0.909	+3.617	-1.146	40					0	0.868	80.09	0
d	training	deleterious	0.994	+1.737	-0.972	40					0			0
d	validation	deleterious	0.997	+2.501	-0.972	40					0			0
d	training	deleterious	0.991	+1.669	-1.039	40					2			0
d	training	deleterious	0.998	+2.847	-1.039	40					0			0
d	training	deleterious	0.998	+2.988	-0.972	40					0			0
d	training	deleterious	0.996	+1.985	-0.949	40					0			0
d	training	deleterious	0.996	+2.350	-1.160	40					2			0
d	validation	deleterious	0.994	+1.694	-1.070	40					0			0
d	training	neutral	0.057	+1.267	-1.904	40					2	8.977	78.01	0
d	training	deleterious	0.998	+2.659	-1.039	40					0			0
d	training	deleterious	0.819	+3.303	-1.448	40					0	0.855	78.86	0
d	training	deleterious	0.771	+2.432	-1.448	40					0	1.247	78.86	0
d	training	deleterious	0.96	+2.374	-1.204	40					0	1.859	46.96	0
d	training	deleterious	0.787	+1.560	-1.269	40					0	2.824	41.26	0
d	training	deleterious	0.991	+1.981	-1.296	40					2			0
d	training	deleterious	0.97	+1.413	-1.296	40					2			0
d	training	deleterious	0.98	+1.670	-1.296	40					2			0
d	training	deleterious	0.999	+2.846	-0.763	40					0			0
d	training	deleterious	1	+4.190	-0.763	42					0			0
d	training	deleterious	0.998	+2.858	-1.008	42					0			0
d	training	deleterious	0.998	+2.113	-1.101	42					1			0
d	training	deleterious	0.999	+4.077	-1.101	42					1			0
d	training	deleterious	0.999	+2.561	-0.763	42					0			0
d	training	deleterious	0.999	+2.253	-0.763	42					0			0
d	training	deleterious	0.98	+1.670	-1.296	42					0			0
d	training	deleterious	0.97	+1.018	-1.296	42					0			0
d	training	deleterious	0.996	+2.103	-0.949	42					1			0
d	training	deleterious	0.998	+3.008	-0.972	42					0			0
d	training	deleterious	0.998	+2.659	-1.039	42					0			0
d	training	neutral	0.174	+1.547	-1.695	38					1	3.730	78.01	0
d	training	deleterious	0.998	+3.695	-1.023	40					0			0
d	training	neutral	0.125	+1.978	-1.833	35					2	3.791	80.09	0
d	training	neutral	0.034	+1.072	-1.884	31					0	12.710	75.84	0
d	training	neutral	0.186	+1.720	-1.472	31					0	4.099	80.09	0
d	training	neutral	0.002	+0.623	-1.956	32					0	25.098	79.07	0
d	training	neutral	0.366	+1.408	-1.621	32					0	2.545	46.96	0
d	training	neutral	0.102	+1.524	-1.571	34					0	9.422	78.01	0
d	training	neutral	0.002	+0.307	-1.952	39					0	16.492	79.07	0
d	training	deleterious	0.948	+1.887	-1.572	68					0	0.725	17.95	0
d	training	deleterious	0.994	+3.308	-1.558	68					0	0.252	13.78	0
d	training	deleterious	0.973	+1.843	-1.558	68					0	0.626	13.78	0
d	training	neutral	0.218	+1.649	-1.730	68					0	3.522	77.24	0
d	training	neutral	0.369	+0.850	-1.682	72					0	6.490	18.33	0
d	validation	deleterious	1	+3.898	-1.064	73					1			0
d	training	deleterious	0.999	+3.041	-1.064	73					1			0
d	training	deleterious	0.578	+1.745	-1.523	81	0.345	-27	0.05	0.26	0	0.596	18.33	0
d	training	deleterious	0.998	+2.013	-1.348	81	0.222	-113	0.91	-0.53	1	0.474	13.40	0
d	training	deleterious	0.999	+2.035	-0.919	81		52	0.44	-1.11	0			0
d	training	deleterious	0.998	+1.910	-0.972	81	0.241	30	1.3	0.23	0			0
d	training	deleterious	0.984	+2.438	-1.213	81	0.366	29	1.19	-0.26	0	1.264	46.96	0
d	training	deleterious	0.999	+3.747	-0.990	81	0.232	-85	0.25	0.61	0			0
d	training	neutral	0.003	+0.594	-1.858	80	1.021	-113	0.91	1.18	2	23.942	79.07	0
d	training	deleterious	1	+2.345	-0.979	82	0.020	-24	1.7	-0.72	0			0
d	validation	deleterious	0.991	+1.748	-1.035	82	0.692	-23	0.03	1.18	0			0
d	training	deleterious	0.64	+1.223	-1.327	82	0.402	-20	1.03	0.82	1	5.572	15.74	0
d	training	deleterious	0.992	+1.529	-0.893	81	0.276	113	0.91	-1.05	0	6.175	17.95	0
d	training	deleterious	0.967	+1.237	-1.076	81	0.445	-55	1.07	-0.51	0	6.608	13.36	0
d	training	deleterious	0.999	+2.551	-0.941	82	0.007	23	0.03	0.90	2			0
d	training	deleterious	0.994	+1.788	-0.941	82	0.007	-27	0.11	0.90	0			0
d	training	deleterious	0.989	+2.772	-1.246	82	0.073	-55	1.07	-0.39	0	1.172	79.07	0
d	training	deleterious	1	+2.799	-0.741	82		78	0.75	1.15	0			0
d	training	deleterious	1	+3.067	-0.741	82		113	0.91	1.15	0			0
d	training	deleterious	1	+2.579	-0.879	82	0.113	55	1.07	-0.47	0			0
d	training	deleterious	0.966	+2.748	-1.306	82	0.060	6	1.68	-0.94	0	1.929	78.86	0
d	training	deleterious	1	+3.296	-1.028	82	0.024	42	0.58	0.29	0	0.135	4.42	0
d	training	neutral	0.01	-0.106	-2.136	82	0.217	-47	0.77	1.11	2	3.947	79.07	0
d	training	deleterious	0.746	+2.414	-1.298	79	0.214	24	0.52	0.30	0	1.392	93.92	0
d	training	deleterious	0.866	+3.219	-1.180	77	0.344	64	0.1	0.44		1.372	93.92	0
d	training	deleterious	0.999	+3.642	-1.234	77	0.188	-65	1.66	-0.62	1	0.070	4.42	0
d	training	deleterious	0.999	+2.104	-1.234	77	0.188	-113	0.91	-0.62	1	0.093	4.42	0
d	training	deleterious	0.998	+3.005	-1.234	77	0.188	-20	1.03	-0.62	1	0.044	4.42	0
d	validation	neutral	0.296	+1.920	-1.059	77	0.211	-24	0.52	1.11	0	5.405	93.92	0
d	training	deleterious	0.97	+3.464	-1.314	77	0.039	-85	0.25	-0.31	0	1.489	93.92	0
d	training	deleterious	0.942	+2.812	-1.200	77	0.024	104	0.48	0.17	0	1.911	93.92	0
d	validation	deleterious	0.989	+2.235	-1.314	77	0.036	-101	0.85	-0.50	0	2.305	93.92	0
d	training	neutral	0.055	+1.188	-1.331	77	0.022	23	0.03	-1.77	0	36.201	93.92	0
d	training	deleterious	0.969	+1.619	-1.673	80	0.032	4	0.07	-0.37	2	0.726	15.74	0
d	training	deleterious	0.999	+2.116	-1.059	80	0.068	-23	0.25	-1.00	0	1.454	15.74	0
d	training	deleterious	0.917	+2.353	-1.334	80	0.259	-4	0.3	-1.36	0	2.190	75.20	0
d	training	deleterious	0.995	+2.047	-1.241	80	0.519	-78	0.75	0.95	0	0.407	15.74	0
d	training	deleterious	0.883	+0.573	-1.182	80	0.010	28	0.22	-1.18	0	3.389	13.78	0
d	training	deleterious	0.993	+1.835	-1.182	80	0.010	52	0.44	-1.18	0	0.986	13.78	0
d	training	deleterious	1	+3.422	-1.195	80	0.032	19	0.73	0.53	0	0.147	15.74	0
d	training	neutral	0.219	+1.667	-1.430	82	0.330	-30	1.3	0.38	0	4.071	78.01	0
d	training	deleterious	0.983	+1.089	-1.190	82	0.030	3	0.14	0.54	0	1.401	15.74	0
d	training	deleterious	1	+2.707	-1.190	82	0.030	82	0.96	0.54	0	1.407	15.74	0
d	training	deleterious	0.999	+2.383	-1.468	82	0.076	-41	0.35	-0.39	0	0.292	15.74	0
d	training	deleterious	0.844	+0.979	-1.468	82	0.076	20	1.03	-0.39	2	5.415	15.74	0
d	training	deleterious	0.999	+1.236	-0.922	82	0.034	51	0.46	1.18	0	6.244	15.74	0
d	training	deleterious	1	+2.733	-0.922	82	0.034	80	0.73	1.18	0	0.386	15.74	0
d	training	deleterious	1	+2.595	-0.883	83	0.034	78	0.75	-1.03	0	0.812	15.74	0
d	validation	deleterious	1	+2.781	-1.021	83	0.068	61	0.68	-0.75	2	0.551	15.74	0
d	training	deleterious	1	+2.764	-1.258	83	0.022	-55	1.07	-0.84	2	0.272	18.33	0
d	training	neutral	0.019	+0.664	-1.911	83	0.058	27	0.11	-2.38	0	13.423	80.09	0
d	training	deleterious	1	+2.634	-1.369	83	0.029	65	1.66	-0.97	2	0.548	15.74	0
d	training	deleterious	1	+2.690	-1.369	83	0.029	85	0.25	-0.97	0	0.334	15.74	0
d	validation	deleterious	0.999	+2.626	-1.303	83	0.066	-55	1.07	-0.11	2	0.422	22.71	0
d	training	deleterious	0.752	+1.958	-1.661	83	0.440	-6	1.68	0.44	0	1.801	22.71	0
d	training	deleterious	0.995	+1.882	-1.333	82	0.096	-78	0.75	-0.70	0	1.080	22.71	0
d	training	deleterious	0.941	+2.180	-1.752	83	0.008	23	0.1	-0.08	0	1.815	51.38	0
d	training	deleterious	0.957	+1.694	-1.200	83	0.011	-27	0.29	0.37	0	1.113	22.71	0
d	training	deleterious	0.999	+1.854	-1.200	83	0.011	30	1.3	0.37	0	1.231	22.71	0
d	validation	deleterious	0.999	+3.319	-1.468	83	0.032	19	0.73	1.18	0	0.424	22.71	0
d	training	deleterious	0.978	+1.097	-1.468	83	0.032	84	0.93	1.18	0	6.307	22.71	0
d	training	deleterious	0.949	+1.815	-1.525	83	0.159	-60	0.08	0.80	0	1.352	22.71	0
d	training	deleterious	0.995	+3.566	-1.240	83	0.735	-85	0.25	1.17	0	0.248	22.71	0
d	training	deleterious	0.997	+1.977	-1.132	80		28	0.22	-0.78	0	1.286	22.71	1
d	training	deleterious	0.804	+0.852	-1.354	80		-3	0.14	0.14	2	9.011	22.71	1
d	training	deleterious	0.936	+1.646	-1.354	80		-25	0.34	0.14	0	1.187	22.71	1
d	training	deleterious	1	+1.987	-0.741	79		28	0.29	-1.07	0			1
d	training	neutral	0.135	+1.090	-2.190	78	0.726	-23	0.11	-0.19	0	3.509	77.24	1
d	training	deleterious	1	+2.515	-1.111	78	0.007	23	0.03	-1.83	2	0.284	15.74	1
d	training	deleterious	0.984	+0.926	-1.447	78		-6	1.75	-1.19	1	1.661	15.74	1
d	training	deleterious	0.999	+2.194	-1.447	78		-29	0.56	-1.19	1	0.346	15.74	1
d	training	deleterious	1	+2.930	-1.076	78	0.051	-55	1.07	-1.80	2	0.232	15.65	1
d	training	deleterious	0.999	+2.223	-1.662	78	0.048	78	0.75	-1.20	0	2.487	46.96	1
d	training	deleterious	0.884	+1.290	-1.618	78	0.299	4	0.07	-0.96	2	2.570	15.74	1
d	validation	neutral	0.49	+0.208	-1.618	78	0.299	-23	0.11	-0.96	2	4.214	15.74	1
d	training	deleterious	0.996	+2.519	-1.026	78	0.126	51	0.46	0.40	0	1.207	74.69	1
d	training	deleterious	0.966	+2.304	-1.368	80	0.280	84	0.93	1.18	0	3.214	72.52	1
d	training	deleterious	0.934	+1.668	-1.739	80		2	0.39	-0.63	0	1.458	51.38	1
d	training	deleterious	0.933	+2.056	-1.424	80		14	0.72	-1.86	0	3.444	72.95	1
d	training	deleterious	1	+2.375	-1.095	82	0.034	80	0.73	-0.69	0	3.509	51.38	1
d	training	deleterious	0.618	+0.554	-2.052	82	0.094	-41	0.35	0.00	0	7.786	46.96	1
d	training	deleterious	0.975	+1.748	-2.052	82	0.094	40	0.38	0.00	0	0.926	46.96	1
d	validation	deleterious	0.984	+1.749	-1.266	82	0.077	-23	0.1	-0.83	0	8.437	51.38	1
d	training	deleterious	0.997	+2.091	-1.635	82	0.077	-29	0.56	-1.14	1	0.551	15.74	1
d	training	deleterious	0.504	+1.125	-2.783	82	0.066	-55	1.07	-1.03	2	1.604	93.92	1
d	training	deleterious	1	+3.423	-1.418	81	0.232	-85	0.25	0.24	0	0.248	15.74	1
d	training	deleterious	0.999	+1.846	-1.019	80	0.230	28	0.29	-1.85	0	1.144	15.65	1
d	training	deleterious	1	+2.517	-1.135	78	0.029	57	0.98	-1.31	0	0.385	15.74	1
d	training	deleterious	0.994	+1.762	-1.511	78	0.025	4	0.07	-0.95	0	0.471	15.74	1
d	training	deleterious	1	+3.067	-0.741	78	0.092	113	0.91	-1.08	0			1
d	training	deleterious	1	+3.524	-1.312	77	0.031	-119	0.01	-1.38	0	0.120	15.74	1
d	training	deleterious	0.999	+2.344	-1.523	77	0.132	-61	0.68	-0.45	3	0.450	18.21	1
d	training	deleterious	0.999	+3.731	-1.523	77	0.132	54	1.67	-0.45	1	0.121	18.21	1
d	validation	deleterious	1	+2.079	-1.370	78	0.021	-78	0.75	0.53	0	0.462	15.74	1
d	training	deleterious	0.999	+2.388	-1.171	78		51	0.46	-0.83	0	0.484	15.74	1
d	training	deleterious	1	+2.962	-0.888	78		113	0.91	-0.31	0	0.466	15.74	1
d	training	deleterious	0.667	+1.769	-1.734	75	0.024	25	0.34	-0.49	0	2.063	72.95	1
d	training	deleterious	0.849	+0.831	-1.342	76	0.042	-52	0.44	-1.73	2	4.559	75.20	1
d	training	deleterious	1	+3.391	-1.399	70	0.077	-85	0.25	-1.10	0	0.288	15.74	1
d	training	neutral	0.001	-0.163	-2.794	69	0.400	-25	0.34	-0.34	0	19.148	87.07	1
d	training	deleterious	0.85	+2.687	-1.372	72	0.238	85	0.25	0.22	0	1.850	87.07	0
d	training	deleterious	1	+2.758	-0.763	71	0.057	78	0.75	1.18	0			0
d	training	deleterious	1	+2.846	-0.763	71	0.057	80	0.73	1.18	0			0
d	training	deleterious	0.925	+2.285	-1.227	65	0.180	-78	0.75	-0.10	0	2.137	87.07	0
d	validation	deleterious	1	+2.853	-1.126	65	0.421	-53	1.09	-0.96	0			1
d	training	deleterious	1	+2.561	-0.949	65	0.049	24	0.52	0.49	0			1
d	training	deleterious	1	+2.978	-1.036	69	0.072	-54	1.67	0.60	0			1
d	training	deleterious	1	+2.533	-0.906	69	0.098	55	1.07	-1.43	0			1
d	training	deleterious	0.999	+1.985	-0.949	69	0.194	52	0.44	-2.25	0			1
d	training	deleterious	0.998	+2.059	-1.356	69	0.016	25	0.34	-1.79	0	0.292	13.78	1
d	training	deleterious	0.999	+2.660	-1.441	69	0.024	101	0.85	0.83	0	1.133	74.99	1
d	training	deleterious	1	+2.065	-0.924	68	0.177	-51	0.46	0.20	0			1
d	training	deleterious	1	+3.319	-0.924	68	0.177	82	0.96	0.20	0			1
d	training	deleterious	1	+2.200	-1.124	68		-42	0.58	0.45	0			1
d	validation	deleterious	1	+2.306	-0.998	68		-2	0.39	0.03	0			1
d	validation	deleterious	0.999	+1.461	-1.160	68	0.022	-6	0.4	-0.75	2			1
d	training	deleterious	1	+2.350	-1.160	68	0.022	-32	0.12	-0.75	2			1
d	training	deleterious	1	+1.954	-1.160	68	0.022	29	0.56	-0.75	2			1
d	training	deleterious	1	+2.253	-0.763	68		29	0.02	0.15	0			1
d	training	deleterious	0.972	+3.608	-1.324	68	0.607	-65	1.66	0.88	1	1.379	75.63	1
d	training	deleterious	0.936	+2.206	-1.494	68		23	0.1	-0.70	0	2.729	77.24	1
d	training	deleterious	0.956	+1.919	-1.494	68		-78	0.75	-0.70	0	2.499	77.24	1
d	validation	deleterious	0.976	+1.938	-1.649	68	0.293	29	0.56	0.23	2	0.529	13.78	1
d	training	deleterious	1	+3.581	-1.182	68	0.006	-82	0.12	-1.11	0	0.144	13.40	1
d	training	deleterious	0.998	+1.670	-1.182	68	0.006	-23	0.03	-1.11	0	0.917	13.40	1
d	training	deleterious	1	+3.520	-1.303	68	0.044	-85	0.25	-0.17	0	0.412	46.96	1
d	training	deleterious	0.985	+2.382	-1.358	68	0.231	-61	0.68	0.52	1	1.792	72.52	1
