truth	split	pph2_class	pph2_prob	dScore	Score1	Nobs	NormASA	dVol	dProp	Bfact	CpG	IdPmax	IdQmin	PFamHitBool
d	training	deleterious	1	+2.815	-0.848	54		29	1.19	-0.37	0			1
d	training	deleterious	1	+4.157	-1.111	54	0.090	54	1.67	-0.32	1	0.198	36.49	1
d	training	deleterious	1	+2.731	-1.157	53	0.011	-79	0.82	-1.29	0	0.671	42.41	1
d	training	deleterious	1	+2.058	-1.301	54	0.038	55	1.07	-1.18	1	5.609	87.38	1
d	training	neutral	0.047	+0.691	-1.726	54	0.287	27	0.29	0.07	1	16.289	72.78	1
d	training	neutral	0.01	+0.164	-2.027	54	0.711	30	1.3	1.03	1	20.166	72.78	1
d	training	deleterious	1	+2.343	-1.114	54	0.047	-29	0.56	-1.13	1	0.802	36.49	1
d	training	deleterious	1	+4.188	-1.114	54	0.047	54	1.67	-1.13	1	0.134	36.49	1
d	training	deleterious	1	+2.061	-1.217	52		40	0.38	-1.29	0	0.922	43.39	1
d	training	deleterious	0.521	+0.732	-2.107	52	0.518	51	0.7	-0.64	0	10.122	72.78	1
d	training	deleterious	1	+2.497	-0.833	51	0.549	4	0.3	-0.74	0			1
d	training	deleterious	1	+2.980	-1.041	51		-55	1.07	-1.19	0	0.816	55.03	1
d	training	deleterious	0.998	+2.074	-1.511	51	0.077	-104	0.48	-0.25	0	2.220	88.17	1
d	training	neutral	0.009	+1.223	-2.001	51	0.728	-28	0.29	-0.14	0	5.854	87.38	0
d	validation	deleterious	0.998	+2.033	-1.259	51	0.295	-48	0.75	0.71	2	3.323	42.41	0
d	training	deleterious	1	+3.024	-1.428	227	0.128	101	0.85	-0.16	0	2.024	49.34	1
d	training	deleterious	0.627	+1.327	-1.747	246	0.060	41	0.35	-0.43	0	17.004	75.05	1
d	training	deleterious	0.828	+0.146	-2.888	247	0.029	65	1.66	-0.22	2	17.170	53.85	1
d	training	deleterious	1	+3.224	-0.710	248	0.494	80	0.73	-0.13	0	1.249	42.03	1
d	training	deleterious	1	+2.449	-0.571	249		113	0.91	-0.29	1	9.166	26.64	1
d	validation	neutral	0.271	+1.808	-2.053	245	0.363	54	1.67	0.41	1	21.706	81.99	1
d	training	deleterious	1	+1.843	-0.874	248	0.038	-29	0.56	-0.08	1	4.536	49.34	1
d	training	deleterious	1	+3.463	-0.620	248	0.011	113	0.91	-0.99	1	1.568	39.59	1
d	training	deleterious	1	+3.812	-1.292	246	0.256	-119	0.01	-0.59	0	0.649	49.16	1
d	training	deleterious	1	+2.797	-0.878	244	0.026	-29	0.56	-0.68	1	2.448	45.97	1
d	training	deleterious	0.995	+1.865	-1.596	245		-55	1.07	-0.99	2	15.315	50.28	1
d	training	deleterious	0.998	+1.860	-2.556	211	0.057	85	0.25	-0.29	0	1.098	53.85	0
d	training	neutral	0.231	+1.312	-1.759	29					0	4.282	68.33	0
d	training	deleterious	1	+2.626	-1.444	58					2	0.970	39.43	0
d	training	deleterious	0.999	+1.703	-1.169	62					2	1.560	33.23	0
d	training	deleterious	1	+3.137	-0.960	64					2			0
d	training	deleterious	1	+2.092	-1.296	63					1	4.340	33.70	0
d	training	deleterious	1	+2.791	-1.023	68					0	1.368	37.04	1
d	validation	deleterious	1	+3.044	-1.023	68					2	0.549	37.04	1
d	training	deleterious	0.983	+1.595	-1.138	68					1	4.672	87.12	1
d	training	deleterious	1	+2.187	-0.830	69					0			1
d	training	deleterious	0.974	+1.699	-1.106	69					2	29.659	61.37	1
d	training	deleterious	1	+1.894	-0.810	69					0			1
d	training	deleterious	1	+2.431	-0.810	71					0			1
d	training	deleterious	1	+2.068	-1.153	71					1	3.930	47.85	1
d	training	deleterious	1	+1.903	-1.179	71					0	2.158	47.85	1
d	validation	deleterious	1	+3.161	-0.945	72					0	0.326	29.41	1
d	training	deleterious	1	+2.189	-1.176	57					2	0.782	22.10	1
d	training	deleterious	1	+2.951	-1.308	61					1	1.250	79.65	0
d	training	deleterious	0.999	+2.307	-1.700	52					1	0.723	50.56	0
d	training	deleterious	1	+2.827	-0.787	167		51	0.46	0.00	0	2.577	52.60	1
d	training	deleterious	0.919	+2.262	-1.749	169	0.168	23	0.25	0.00	0	2.310	86.99	1
d	training	deleterious	1	+3.187	-0.557	174		78	0.75	0.00	0			1
d	training	deleterious	1	+2.441	-0.964	174		52	0.44	0.00	0	2.692	52.60	1
d	training	deleterious	1	+1.948	-0.863	173	0.036	-101	0.85	0.00	0	8.454	53.18	1
d	training	neutral	0	-0.178	-2.633	174	0.500	-29	0.56	0.00	1	20.095	93.93	1
d	training	deleterious	1	+3.187	-0.557	171		78	0.75	0.00	0			1
d	training	deleterious	1	+3.455	-0.557	171		113	0.91	0.00	0			1
d	training	deleterious	1	+2.894	-0.814	172	0.007	51	0.7	0.00	0	1.392	46.24	1
d	validation	deleterious	1	+2.902	-1.174	169	0.011	113	0.91	0.00	0	4.008	92.49	1
d	training	deleterious	0.997	+1.930	-2.198	168	0.010	65	1.66	0.00	2	3.753	84.68	1
d	validation	deleterious	1	+4.211	-1.046	65	0.021	54	1.67	-1.23	1	0.594	89.56	1
d	training	deleterious	0.952	+1.552	-1.250	64	0.308	-65	1.66	-0.99	1	26.276	83.50	1
d	training	deleterious	0.97	+1.662	-0.837	62	0.069	113	0.91	-0.53	0	30.813	89.56	1
d	training	deleterious	0.997	+2.699	-1.559	297					2	1.315	56.61	0
d	validation	deleterious	1	+3.026	-0.763	242	0.149	113	0.91	-0.98	1			1
d	training	deleterious	1	+2.988	-0.972	240	0.102	-55	1.07	-0.39	2			0
d	training	deleterious	1	+2.978	-1.036	240	0.026	-54	1.67	0.63	0			1
d	validation	deleterious	1	+2.394	-1.134	271	0.008	55	1.07	-0.52	1	3.238	76.32	1
d	training	deleterious	1	+2.874	-0.853	358	0.080	-78	0.82	-1.01	0	3.152	74.76	1
d	training	deleterious	1	+2.697	-0.881	370		51	0.46	-1.17	0	1.655	80.52	1
d	training	deleterious	0.999	+2.878	-1.387	369	0.648	82	0.12	-0.71	0	1.680	80.52	1
d	training	deleterious	1	+2.447	-1.706	372	0.038	65	1.66	-0.61	2	8.631	80.52	1
d	training	deleterious	1	+2.644	-1.652	377	0.181	65	1.66	-0.69	2	1.581	45.20	1
d	training	deleterious	1	+1.794	-1.070	370	0.143	55	1.07	-0.68	1	5.982	46.74	1
d	training	deleterious	1	+2.659	-1.139	370	0.012	-101	0.85	-0.57	0	2.737	85.80	1
d	training	deleterious	1	+2.358	-0.711	369	0.071	-30	1.3	-0.79	2			1
d	validation	deleterious	0.999	+1.479	-0.902	374	0.031	-25	0.34	-0.67	0	13.297	60.46	0
d	training	deleterious	0.949	+2.254	-1.993	365	0.311	24	0.52	-0.95	0	2.241	81.57	1
d	training	deleterious	0.999	+2.454	-1.542	363	0.008	50	0.14	-0.46	1	3.658	81.57	1
d	training	deleterious	1	+2.659	-0.901	301	0.019	-48	0.75	2.16	0			1
d	validation	deleterious	0.999	+2.146	-1.707	364		20	1.03	-0.41	2	2.507	41.17	1
d	training	deleterious	1	+4.265	-0.793	129					0	0.547	63.44	1
d	training	deleterious	1	+3.194	-0.849	128					2			0
d	training	deleterious	0.994	+1.981	-2.129	129					0	1.405	66.16	1
d	training	deleterious	0.99	+2.480	-1.500	131					2	2.327	66.38	1
d	training	deleterious	1	+2.533	-1.053	132					0	2.819	65.61	1
d	training	deleterious	0.722	+0.650	-1.240	130					0	17.314	65.51	1
d	training	deleterious	1	+3.516	-0.810	129					0			1
d	training	deleterious	1	+3.196	-0.676	129					0			1
d	training	deleterious	1	+1.909	-1.213	40					1	2.143	52.68	0
d	training	deleterious	1	+1.945	-1.281	47					1			1
d	training	deleterious	1	+1.885	-1.313	47					0			1
d	training	deleterious	1	+2.655	-1.676	58					1	0.908	44.48	0
d	validation	deleterious	1	+2.270	-1.141	60					1	2.229	40.06	0
d	training	deleterious	0.987	+1.662	-0.837	73					1	24.709	71.82	1
d	training	neutral	0.034	+0.240	-2.862	246	0.299	6	0.4	-0.13	0	13.189	63.80	1
d	training	deleterious	1	+2.676	-1.202	267	0.058	24	0.52	0.90	0	0.956	36.02	1
d	training	deleterious	1	+1.925	-0.820	270	0.034	-29	0.56	-1.16	1	3.105	14.52	1
d	training	deleterious	0.764	+1.717	-1.861	265	0.231	-65	1.66	-0.61	1	15.850	87.99	1
d	training	deleterious	1	+2.119	-1.373	243	0.013	54	1.73	0.00	0	2.506	46.24	0
d	training	deleterious	1	+2.533	-0.906	46					1			0
d	training	deleterious	1	+3.058	-0.941	46					0			0
d	training	deleterious	1	+2.169	-1.199	51					0	2.320	52.36	0
d	training	deleterious	0.999	+2.195	-1.451	59						2.300	48.23	0
d	training	deleterious	1	+2.720	-1.322	58					0	0.806	54.38	0
d	validation	deleterious	1	+2.849	-0.861	31					0			1
d	training	neutral	0.002	+0.149	-1.740	42						20.565	83.63	1
d	training	deleterious	1	+2.330	-1.027	149					0	4.082	35.47	1
d	training	deleterious	1	+1.923	-0.922	149					0			1
d	training	deleterious	1	+2.462	-0.833	147					0			0
d	training	deleterious	1	+2.344	-0.953	150					1			1
d	training	deleterious	1	+2.799	-0.793	151	0.023	80	0.73	-0.86	0	5.649	78.98	1
d	training	deleterious	1	+2.645	-0.909	152					0	1.507	49.15	1
d	training	deleterious	1	+3.569	-1.484	153	0.714	54	1.67	0.00	1	0.968	55.09	1
d	training	deleterious	1	+2.070	-0.876	153	0.123	30	1.3	0.00	0			1
d	training	deleterious	1	+2.421	-0.876	152	0.626	-78	0.75	0.00	0			1
d	training	deleterious	1	+2.642	-0.971	152	0.182	-9	0.47	0.00	0			1
d	validation	deleterious	0.999	+2.630	-1.013	155	0.584	23	0.03	0.00	0	2.255	63.82	1
d	validation	deleterious	1	+2.911	-0.979	151	0.017	-29	1.19	0.00	0	0.665	36.59	1
d	training	deleterious	0.789	+0.961	-1.284	152		28	0.22	0.00	0	13.429	54.61	1
d	training	deleterious	0.998	+1.812	-1.393	135	0.149	29	0.02	0.00	1	4.405	55.09	1
d	training	deleterious	1	+2.917	-0.793	150					0	5.532	51.60	1
d	training	deleterious	1	+2.187	-0.830	150					0			1
d	training	deleterious	1	+2.128	-1.035	52					0			1
d	training	deleterious	0.999	+1.278	-1.281	52					0			1
d	training	deleterious	0.972	+1.877	-1.444	46					0	1.972	80.46	0
d	training	deleterious	1	+1.945	-1.281	45					1			1
d	training	deleterious	0.663	+1.414	-1.970	72					1	4.997	82.96	0
d	training	deleterious	1	+2.899	-1.120	52					1	0.840	46.46	1
d	training	deleterious	1	+4.229	-1.002	54					1			1
d	training	deleterious	0.914	+1.836	-1.931	53					3	2.213	89.56	1
d	training	deleterious	1	+3.062	-1.010	59	0.076	85	0.25	-0.16	0			0
d	training	deleterious	0.997	+2.377	-1.313	54	0.008	23	0.1	-0.94	0	3.164	89.56	0
d	training	deleterious	1	+3.062	-1.010	59					0			0
d	training	deleterious	1	+3.533	-1.465	49					1	1.136	74.00	1
d	training	deleterious	1	+2.531	-1.120	47					0	1.404	42.19	0
d	training	deleterious	0.996	+3.547	-1.541	44					1	1.243	90.47	0
d	training	deleterious	0.924	+2.124	-1.725	29					1	1.449	84.87	0
d	training	neutral	0.059	+0.601	-1.931	40					1	17.944	77.39	0
d	training	neutral	0.002	+0.935	-1.665	332	0.754	30	1.3	1.03	0	25.061	90.45	1
d	training	deleterious	0.804	+1.306	-1.982	335	0.126	113	0.91	-0.57	0	18.089	76.07	1
d	training	neutral	0.167	+0.458	-2.064	333	0.714	-23	0.25	-0.27	0	11.081	57.96	1
d	training	deleterious	0.609	+1.801	-2.339	362		23	0.75	-1.08	0	2.912	85.29	1
d	training	deleterious	0.521	+1.692	-2.226	362	0.323	61	0.68	2.32	2	5.401	75.74	1
d	training	deleterious	0.87	+1.903	-1.705	374					0	4.096	85.51	1
d	training	deleterious	0.87	+2.265	-1.705	374					0	3.143	85.51	1
d	training	deleterious	0.999	+2.579	-2.169	376					1	1.148	57.85	1
d	training	deleterious	1	+4.226	-0.940	376					1	0.213	19.87	1
d	training	deleterious	1	+3.315	-0.940	376					1	0.936	19.87	1
d	training	deleterious	1	+4.176	-0.996	372					1	0.865	55.98	1
d	training	deleterious	1	+3.925	-1.344	375					1	0.508	41.60	1
d	training	deleterious	1	+3.150	-0.788	373					1			1
d	training	deleterious	1	+3.014	-0.987	373					1	1.334	34.25	1
d	training	deleterious	0.971	+1.762	-2.083	373					0	2.146	51.48	1
d	training	deleterious	1	+2.963	-1.301	365					2	1.771	60.81	1
d	training	deleterious	0.996	+2.407	-1.785	366					0	2.445	54.23	1
d	training	deleterious	1	+2.719	-0.788	365					1			1
d	training	deleterious	1	+4.593	-0.788	365					1			1
d	training	deleterious	1	+2.848	-0.856	364					0	0.888	38.53	1
d	training	deleterious	1	+2.742	-1.176	364					0	1.037	39.08	1
d	training	deleterious	1	+3.082	-1.149	366					0	1.471	55.98	1
d	training	deleterious	1	+4.298	-0.878	370					1	0.239	26.45	1
d	training	deleterious	1	+3.441	-0.878	370					1	0.810	26.45	1
d	training	deleterious	1	+2.889	-1.174	366					0	1.609	60.59	1
d	training	deleterious	1	+2.099	-0.958	366					2	3.391	60.59	1
d	training	deleterious	1	+3.644	-0.958	366					1	2.023	60.59	1
d	training	deleterious	1	+2.839	-0.958	366					1	6.060	60.59	1
d	training	deleterious	1	+2.343	-1.066	299					1	4.654	33.70	0
d	training	deleterious	1	+4.421	-0.985	299					1	0.391	77.83	0
d	training	deleterious	0.67	+1.731	-1.472	60					0	5.906	87.64	1
d	training	deleterious	1	+2.333	-1.118	123					0	2.327	50.72	1
d	training	deleterious	1	+3.185	-0.748	163					1	3.071	64.89	1
d	training	deleterious	1	+1.889	-1.293	169					1	5.488	45.59	1
d	training	deleterious	1	+3.390	-0.585	170					1			1
d	training	deleterious	1	+2.372	-0.913	174					1	1.845	47.84	1
d	training	deleterious	1	+2.625	-1.336	172					1	2.033	62.63	1
d	training	neutral	0.345	+1.172	-1.376	172					0	18.043	83.37	1
d	training	deleterious	1	+2.965	-1.477	165					1	1.843	68.99	1
d	training	deleterious	0.997	+1.236	-1.108	166					1	11.333	68.99	1
d	training	deleterious	1	+4.252	-1.166	167					1	0.325	69.40	1
d	training	deleterious	0.999	+1.496	-1.226	162					1	11.715	53.18	1
d	training	neutral	0	-0.967	-2.673	38					0	25.350	93.36	1
d	validation	neutral	0.013	+0.788	-1.693	30					0	19.516	73.94	0
d	training	deleterious	1	+2.706	-1.056	38					0	0.681	45.92	1
d	training	deleterious	0.968	+1.848	-1.555	37					0	3.923	78.59	1
d	training	neutral	0	-0.738	-3.279	36					0	25.149	92.54	1
d	training	deleterious	1	+3.549	-0.870	37					1			1
d	training	neutral	0.157	+1.567	-1.495	38					0	34.375	82.39	1
d	training	deleterious	1	+2.902	-0.786	38					0	3.048	73.94	1
d	training	deleterious	1	+3.861	-1.166	56					0	0.588	73.93	
d	training	deleterious	1	+1.858	-1.005	56					0			
d	validation	neutral	0.235	+0.771	-1.476	81					0	9.343	67.63	0
d	training	neutral	0	-0.189	-1.885	58					0	33.710	84.97	0
d	training	neutral	0	+0.313	-2.304	35					0	19.539	90.37	0
d	training	deleterious	1	+1.674	-1.079	42					0			1
d	training	deleterious	0.996	+2.404	-1.581	124					1	2.110	77.80	1
d	training	deleterious	1	+3.871	-1.364	142					1	0.771	62.29	1
d	training	deleterious	1	+2.613	-1.023	31					0			1
d	training	deleterious	1	+3.842	-1.101	31					1			1
d	training	deleterious	1	+3.682	-1.036	31					0			1
d	training	deleterious	0.998	+1.719	-1.163	32					2	2.469	51.45	1
d	training	deleterious	1	+2.985	-1.101	32					1			1
d	training	deleterious	1	+2.241	-1.066	32						3.576	65.98	1
d	training	deleterious	1	+2.027	-0.906	32					2			1
d	validation	deleterious	0.684	+1.487	-1.720	32					0	4.002	80.17	1
d	training	deleterious	1	+2.155	-0.924	33					1			1
d	training	deleterious	1	+2.803	-1.128	31					0	1.079	29.23	1
d	training	deleterious	1	+2.155	-0.924	31					1			1
d	training	deleterious	0.994	+3.681	-1.511	48					1	0.553	93.73	1
d	training	deleterious	1	+4.175	-0.938	137	0.009	-65	1.66	-1.20	1	0.072	7.98	1
d	training	deleterious	1	+3.318	-0.938	137	0.009	-20	1.03	-1.20	1	0.244	7.98	1
d	training	deleterious	1	+2.556	-0.942	137	0.004	-29	0.56	-0.88	1	1.339	40.47	1
d	training	deleterious	1	+4.406	-0.942	137	0.004	54	1.67	-0.88	1	0.203	40.47	1
d	training	deleterious	1	+2.998	-1.007	141	0.022	-40	0.38	-1.09	0	0.587	58.79	1
d	training	neutral	0.376	+0.911	-1.962	145		-47	0.77	-0.44	2	15.292	63.66	1
d	training	deleterious	1	+3.161	-1.148	143	0.122	82	0.96	0.36	1	1.663	59.97	1
d	training	deleterious	0.999	+2.693	-1.366	143	0.182	6	1.75	0.04	2	1.652	63.66	1
d	training	deleterious	1	+2.424	-0.862	146		29	0.56	-0.67	2			1
d	training	deleterious	1	+2.854	-0.753	146	0.103	51	0.46	-0.09	0	0.904	58.79	1
d	training	deleterious	0.882	+2.002	-2.379	146	0.598	82	0.96	0.52	0	2.923	76.51	1
d	training	deleterious	1	+2.783	-1.789	145	0.517	-20	1.03	0.89	1	2.005	50.22	1
d	training	deleterious	1	+3.704	-0.827	145		47	0.77	-0.49	1	0.429	28.66	1
d	training	deleterious	1	+3.294	-1.290	153		9	0.47	0.19	0	0.787	53.62	1
d	validation	deleterious	1	+3.034	-1.012	155	0.160	-82	0.96	-0.56	2	0.565	30.43	1
d	training	deleterious	1	+1.617	-1.088	154	0.605	-60	0.08	-0.44	0	4.881	33.68	1
d	training	deleterious	1	+3.160	-1.084	153	0.006	39	0.44	-1.14	0	1.024	53.03	1
d	training	deleterious	1	+2.081	-0.786	153	0.098	27	0.29	-0.82	0	0.523	13.00	1
d	training	deleterious	0.686	+1.805	-2.128	143	0.519	-32	0.12	-0.32	2	1.771	74.00	0
d	training	deleterious	0.916	+1.592	-1.618	114		78	0.82	-0.29	0	6.643	66.62	0
d	training	deleterious	1	+4.181	-0.989	146		-65	1.66	-0.95	1	0.465	53.03	0
d	validation	deleterious	0.999	+1.202	-0.989	146		-20	1.03	-0.95	1	18.774	53.03	0
d	training	deleterious	1	+4.090	-0.861	144		-119	0.01	-0.37	0	0.300	42.54	0
d	training	deleterious	1	+2.423	-1.201	144	0.103	78	0.75	-0.13	0	3.631	51.11	0
d	validation	deleterious	1	+2.836	-0.784	136		51	0.46	-1.19	0	1.523	66.62	0
d	training	deleterious	1	+3.980	-0.920	131		-85	0.25	-1.07	0	0.575	53.03	0
d	validation	deleterious	1	+3.049	-0.920	131		-79	0.82	-1.07	0	0.839	53.03	0
d	training	deleterious	1	+2.682	-0.776	131	0.038	-23	0.25	-0.21	0	0.827	33.68	0
d	training	deleterious	1	+2.913	-1.013	129		113	0.91	-0.96	3	1.679	53.11	1
d	training	neutral	0.045	+0.271	-2.190	126					0	12.034	74.29	1
d	training	neutral	0.006	-0.013	-1.546	125					2	21.520	74.29	1
d	training	deleterious	0.999	+1.231	-1.329	48					1	2.511	21.82	0
d	training	deleterious	0.991	+2.737	-1.680	50					0	1.522	70.72	1
d	training	deleterious	0.999	+2.680	-1.572	50					1	1.366	70.72	1
d	training	deleterious	1	+2.711	-1.039	53	0.015	6	1.75	0.00	2			1
d	training	deleterious	0.999	+2.594	-1.150	53	0.080	6	1.75	0.00	2	1.920	59.74	1
d	validation	deleterious	0.999	+2.374	-1.204	55		57	0.98	0.00	0	2.852	72.04	1
d	training	deleterious	0.996	+2.358	-1.526	55		-29	1.19	0.00	0	1.493	82.14	1
d	training	neutral	0.356	+1.608	-1.288	55	0.438	-25	0.34	0.00	0	4.669	89.31	1
d	training	deleterious	0.765	+1.636	-2.059	55	0.474	-29	0.56	0.00	1	2.232	89.46	1
d	training	deleterious	0.996	+3.010	-2.059	55	0.474	54	1.67	0.00	1	0.662	89.46	1
d	training	deleterious	1	+2.090	-1.210	55		20	1.03	0.00	2			1
d	training	deleterious	1	+2.762	-0.809	54	0.552	80	0.73	0.00	0			1
d	training	deleterious	1	+2.385	-0.861	53	0.046	51	0.46	0.00	0			1
d	training	deleterious	0.817	+1.837	-1.655	53		20	1.03	0.00	2	2.567	89.46	1
d	training	neutral	0	+0.158	-2.128	37					0	19.674	89.46	0
d	training	deleterious	1	+2.910	-1.032	54	0.608	101	0.85	1.74	0			1
d	training	deleterious	1	+2.173	-1.192	73	0.111	-6	1.75	0.37	1	2.557	61.75	1
d	validation	deleterious	0.608	+1.820	-1.832	113					2	1.897	89.54	1
d	training	deleterious	0.999	+2.155	-1.139	116					1	3.280	80.61	1
d	training	deleterious	1	+3.580	-1.256	43					0	0.563	64.29	0
d	training	deleterious	1	+2.960	-1.073	73		65	1.66	-0.84	2			1
d	training	deleterious	1	+2.113	-0.895	73	0.317	-51	0.46	-0.81	0			1
d	training	deleterious	1	+2.260	-1.064	73	0.060	-29	0.56	-0.99	1			1
d	training	deleterious	0.999	+2.203	-1.565	31					1	0.978	50.77	0
d	training	deleterious	1	+2.204	-1.101	94	0.564	-29	0.56	0.16	1			1
d	training	deleterious	0.585	+2.021	-1.815	45					3	2.305	93.25	0
d	training	deleterious	1	+2.836	-1.001	45					2	1.028	32.51	0
d	training	deleterious	1	+2.809	-1.211	46					0	0.963	58.95	0
d	training	deleterious	1	+2.293	-1.002	46					0			0
d	validation	deleterious	1	+2.807	-1.057	46					0	0.367	22.87	0
d	training	deleterious	1	+3.910	-0.891	48					0			0
d	training	deleterious	0.999	+2.434	-1.151	48					2	1.498	59.50	0
d	training	deleterious	0.714	+1.467	-2.208	48					0	1.752	83.06	1
d	training	deleterious	1	+2.352	-0.810	48					1			1
d	training	deleterious	1	+2.867	-1.439	48					1	0.762	44.77	0
d	training	neutral	0.008	+0.880	-2.045	282					0	11.023	93.13	1
d	training	neutral	0.07	+0.413	-2.222	31	0.270	-55	1.07	-0.52	2	20.368	59.37	1
d	training	deleterious	1	+2.113	-1.101	25					1			
d	training	deleterious	1	+4.077	-1.101	25					1			
d	training	deleterious	1	+2.253	-0.763	25					1			
d	training	deleterious	1	+2.640	-1.063	25					1	1.943	49.06	
d	training	deleterious	1	+2.266	-1.317	57					2	1.570	54.70	0
d	training	deleterious	1	+3.125	-1.244	58					0	1.451	45.30	0
d	training	deleterious	0.928	+1.314	-0.888	58					0	24.548	61.88	0
d	training	deleterious	1	+3.583	-1.281	30	0.085	-65	1.66	-0.99	1			1
d	training	deleterious	0.999	+2.198	-1.297	30	0.194	-4	0.3	-0.57	0	1.789	61.46	1
d	training	deleterious	1	+1.991	-1.184	34					2			1
d	training	deleterious	0.996	+1.601	-1.166	29		-30	1.3	0.54	2			1
d	training	deleterious	1	+1.945	-1.281	33	0.628	-29	0.56	-0.72	1			1
d	training	deleterious	1	+3.175	-1.057	33	0.079	42	0.58	-0.26	0			1
d	training	deleterious	1	+1.943	-1.057	33	0.079	3	0.14	-0.26	0			1
d	training	deleterious	0.999	+1.998	-1.442	36	0.244	-29	0.56	-0.10	1	1.511	92.41	1
d	training	deleterious	0.929	+2.502	-1.292	36		-55	1.07	0.08	2	2.708	93.02	1
d	training	deleterious	1	+1.626	-1.158	36	0.112	30	1.3	-0.76	0			1
d	training	deleterious	1	+2.726	-1.281	30	0.021	-20	1.03	-0.84	1			1
d	training	neutral	0.001	-0.335	-2.115	46					1	18.989	88.76	0
d	training	deleterious	1	+2.985	-1.101	45					1			1
d	training	deleterious	0.998	+1.837	-1.493	46					0	2.339	46.86	1
d	training	deleterious	1	+2.750	-1.165	45					0	0.946	55.43	0
d	training	neutral	0.464	+1.533	-2.014	133					0	3.544	88.02	1
d	validation	deleterious	1	+2.237	-0.966	56					0			1
d	training	deleterious	1	+2.805	-1.144	61					0	1.421	56.46	1
d	training	deleterious	1	+3.140	-1.129	59					1	1.809	57.06	1
d	training	deleterious	0.994	+3.478	-1.869	164					1	0.741	88.47	1
d	training	neutral	0	+0.430	-2.086	162					2	26.951	93.04	1
d	training	deleterious	0.993	+2.190	-1.816	128					2	1.225	68.79	1
d	training	deleterious	1	+2.130	-1.020	64					0	0.811	19.81	
d	training	deleterious	0.994	+2.325	-0.999	67					0	6.001	84.46	1
d	training	deleterious	1	+2.385	-0.861	34					0			1
d	training	deleterious	1	+2.362	-1.211	364					1	0.413	31.46	1
d	validation	deleterious	1	+3.725	-1.083	357					0	0.292	26.27	1
d	training	deleterious	0.969	+1.390	-1.466	51					0	4.058	56.73	0
d	validation	deleterious	0.994	+1.583	-1.130	347					1	15.893	55.20	0
d	training	neutral	0.091	+0.480	-1.923	139					1	16.730	76.27	0
d	training	deleterious	0.999	+1.885	-1.313	26					0			1
d	validation	neutral	0.306	+1.425	-1.795	60					0	5.650	86.52	0
d	training	deleterious	0.994	+2.149	-1.600	48					0			0
d	training	neutral	0.022	+0.822	-2.044	16					1	4.996	83.91	0
d	training	deleterious	0.999	+2.987	-2.249	463	0.444	-65	1.66	0.89	1	0.617	71.62	1
d	training	deleterious	0.999	+2.836	-2.486	134					1	1.186	79.36	1
d	training	deleterious	1	+1.687	-1.061	518	0.078	52	0.44	-1.14	1	14.917	55.41	1
d	training	deleterious	1	+1.868	-1.063	96					1	2.941	34.91	0
d	training	deleterious	1	+1.887	-1.202	165					1	0.933	14.34	1
d	training	deleterious	0.738	+1.273	-2.070	161					1	2.431	66.52	0
d	training	deleterious	0.5	+1.280	-2.278	64	0.165	20	1.03	-0.88	2	5.977	82.38	1
d	training	deleterious	1	+2.785	-0.821	206	0.159	40	0.38	-0.87	0	1.045	58.85	1
d	training	deleterious	1	+2.787	-0.707	205		40	0.38	-0.88	0	0.530	33.08	1
d	training	deleterious	1	+3.186	-0.937	207		113	0.91	-0.89	2	1.776	56.15	1
d	training	deleterious	0.993	+3.272	-1.982	19					1	0.441	69.23	0
d	training	deleterious	0.999	+1.085	-1.185	33	0.107	-84	0.93	-1.07	1	7.260	33.01	1
d	training	deleterious	0.807	+1.795	-2.014	29	0.208	23	0.25	-0.51	0	2.074	80.34	1
d	validation	deleterious	1	+2.639	-1.321	130	0.016	101	0.85	-0.96	0	1.810	82.10	1
d	training	deleterious	0.869	+1.216	-1.615	52					0	8.233	63.34	1
d	training	deleterious	1	+2.260	-1.064	116	0.402	-29	0.56	0.15	1			1
d	training	deleterious	1	+3.712	-1.145	129	0.007	-14	0.72	-0.62	0	0.428	48.12	1
d	training	deleterious	0.915	+1.383	-1.605	32					2	3.709	34.60	0
d	training	deleterious	0.999	+1.943	-1.445	34					2	0.772	34.60	0
d	training	deleterious	0.992	+0.678	-1.331	35					0	0.822	2.97	1
d	training	deleterious	1	+2.664	-1.281	35					0	0.042	2.97	1
d	training	deleterious	0.994	+1.444	-1.414	33					0	1.794	42.30	1
d	training	deleterious	1	+3.466	-1.471	33					0	0.232	42.30	1
d	training	deleterious	1	+2.442	-1.579	35					1	1.278	34.60	1
d	training	deleterious	0.958	+3.142	-1.586	34					0	1.001	93.41	1
d	training	deleterious	0.998	+1.628	-1.328	34					0	1.951	42.30	1
d	training	neutral	0.221	+1.361	-1.919	36					1	9.577	83.86	1
d	training	neutral	0.106	+0.538	-1.919	36					1	9.049	83.86	1
d	training	deleterious	0.992	+1.520	-1.328	35					0	4.182	57.24	1
d	training	deleterious	1	+1.887	-1.402	34					1	2.253	42.30	1
d	training	deleterious	1	+1.626	-1.158	38					1			0
d	training	neutral	0.012	+0.239	-1.729	38					2	16.958	82.37	1
d	training	deleterious	0.999	+2.591	-1.344	38					0	0.553	34.60	1
d	validation	deleterious	1	+2.345	-1.318	38					2	1.112	34.60	1
d	training	deleterious	1	+3.398	-1.241	38					0			1
d	training	deleterious	0.999	+1.444	-1.241	38					0			1
